month,equity
2015-08-31,7.820044582125251
2015-09-30,8.482305528534875
2015-10-31,9.167896482838444
2015-11-30,9.386442885211958
2015-12-31,8.3724186150098
2016-01-31,8.251558709615573
2016-02-29,8.970845052323211
2016-03-31,8.831617429525002
2016-04-30,10.191402897736495
2016-05-31,10.236990444504887
2016-06-30,11.913730838450993
2016-07-31,12.156636601812195
2016-08-31,12.490530202961775
2016-09-30,12.570601158532726
2016-10-31,13.76761182030861
2016-11-30,14.982050072460966
2016-12-31,14.970518242543484
2017-01-31,16.354430678995598
2017-02-28,17.039204262465926
2017-03-31,16.478214764099242
2017-04-30,17.70639911886082
2017-05-31,17.638012126037946
2017-06-30,18.374535666809876
2017-07-31,18.716033386816925
2017-08-31,19.698511995732115
2017-09-30,20.488536486555187
2017-10-31,19.92863894899621
2017-11-30,19.38241375453875
2017-12-31,23.839991397703923
2018-01-31,24.7206114137635
2018-02-28,24.779971192515717
2018-03-31,24.534476783056554
2018-04-30,27.556465715339012
2018-05-31,27.043015767239133
2018-06-30,27.19996057230487
2018-07-31,29.521430719352608
2018-08-31,30.12590878290264
2018-09-30,23.36605785560295
2018-10-31,23.40483367779008
2018-11-30,21.00589645006824
2018-12-31,24.309964080645983
2019-01-31,23.803257171372117
2019-02-28,25.180633443729597
2019-03-31,26.77007078606485
2019-04-30,23.946868422599703
2019-05-31,25.927883035895007
2019-06-30,26.123590095285817
2019-07-31,26.121677975144507
2019-08-31,25.23727601177447
2019-09-30,25.722550428707223
2019-10-31,26.92300581421717
2019-11-30,29.3236980966166
2019-12-31,29.43635475212663
2020-01-31,27.97558200623793
2020-02-29,25.94043107172843
2020-03-31,31.212678842190925
2020-04-30,34.56510826746529
2020-05-31,38.754059704310876
2020-06-30,46.81986254313705
2020-07-31,60.69170104618708
2020-08-31,55.66095032931603
2020-09-30,51.65944603964862
2020-10-31,60.974557229087445
2020-11-30,65.38426974857516
2020-12-31,66.34780881420897
2021-01-31,64.05159250869457
2021-02-28,63.93302375862071
2021-03-31,66.75576830331893
2021-04-30,69.18327192840907
2021-05-31,74.30058244350381
2021-06-30,76.35050744168628
2021-07-31,84.01198724163635
2021-08-31,77.11858564389858
2021-09-30,84.0817709362159
2021-10-31,80.52958831260108
2021-11-30,76.45817303079318
2021-12-31,72.52635478255613
2022-01-31,72.38955768668127
2022-02-28,76.71254515850963
2022-03-31,67.61481968130727
2022-04-30,69.80193420237696
2022-05-31,60.64552695941682
2022-06-30,66.25057170790843
2022-07-31,63.85515859263473
2022-08-31,60.51117793313307
2022-09-30,68.82953551035843
2022-10-31,68.00918129642102
2022-11-30,66.35958103920495
2022-12-31,65.60872188643083
2023-01-31,63.241070808937906
2023-02-28,62.54690260426366
2023-03-31,64.02120967294303
2023-04-30,70.62210209872902
2023-05-31,76.25290867926158
2023-06-30,79.85002018560549
2023-07-31,78.67163990116731
2023-08-31,72.37222301966708
2023-09-30,72.40522702222222
2023-10-31,82.80337753067937
2023-11-30,92.67565715385251
2023-12-31,98.10759284638841
2024-01-31,114.51106201869351
2024-02-29,117.12980271734719
2024-03-31,109.13786750171592
2024-04-30,120.84232274823574
2024-05-31,131.68918539916584
2024-06-30,123.0717141995478
2024-07-31,122.6058206593512
2024-08-31,127.12306193835006
2024-09-30,130.16043848573474
2024-10-31,139.43400506704918
2024-11-30,148.783205209762
2024-12-31,154.96891498599982
2025-01-31,143.8097579713567
2025-02-28,128.44443797748352
2025-03-31,139.2208840311912
2025-04-30,155.07311263629649
2025-05-31,160.09938995419273
2025-06-30,158.25740744628433
2025-07-31,159.0323392241271
2025-08-31,176.85879058677855
2025-09-30,191.35036093916935
2025-10-31,189.54213344979289
2025-11-30,197.64961364429013
2025-12-31,207.2689282451321
